Crop	N	P	K	Temperature	humidity	pH	Rainfall	State	Season	Price
mothbeans	24.04	50.7	15.11	29.54	63.12	5.22	46.63	Tamil Nadu	Zaid	93.87
mothbeans	15.35	58.46	22.49	32.27	56.27	3.68	49.46	West Bengal	Kharif	200.33
mothbeans	17.92	54.75	15.27	29.85	47.54	3.73	55.68	Tamil Nadu	Rabi	188.58
mothbeans	17.75	45.14	22.41	31.04	63.2	5.72	53.18	Tamil Nadu	Rabi	85.76
mothbeans	22.01	49.7	22.99	33.62	51.86	3.75	42.9	West Bengal	Post-Monsoon	228.3
mothbeans	19.13	47.66	21.61	32.26	48.35	5.23	56.84	Uttar Pradesh	Zaid	229.09
mothbeans	16.16	43.35	18.99	28.01	59.92	5.76	50.65	Karnataka	Post-Monsoon	147.63
mothbeans	16.45	57.41	15.12	34.27	53.98	5.54	59.24	Punjab	Kharif	38.24
mothbeans	20.31	47.08	23.44	31.1	58.04	4.32	45.41	Uttar Pradesh	Zaid	199.76
mothbeans	18.91	55.46	22.49	32.34	56.77	4.08	46.75	Punjab	Rabi	100.85
mothbeans	15.11	40.17	15.68	29.11	55.51	5.56	47.03	Punjab	Zaid	83.05
mothbeans	15.34	52.39	15.57	30.94	62.88	4.15	51.99	Uttar Pradesh	Kharif	35.05
mothbeans	21.05	47.52	22.64	31.48	61.06	4.05	42.22	West Bengal	Zaid	95.42
mothbeans	21.6	41.51	19.53	34.95	60.39	5.58	53.35	Tamil Nadu	Zaid	56.97
mothbeans	15.74	55.54	18.83	28.33	46.2	6.37	45.29	Karnataka	Kharif	152.6
mothbeans	24.29	52.21	16.78	29.92	47.88	5.81	44.37	Punjab	Kharif	274.66
mothbeans	22.15	42.07	15.73	30.71	50.01	4.84	57.93	West Bengal	Kharif	280.54
mothbeans	21.65	45.33	22.0	34.05	56.49	5.05	58.8	Karnataka	Post-Monsoon	136.46
mothbeans	23.44	55.62	22.85	30.4	45.07	6.36	56.36	Karnataka	Kharif	174.5
mothbeans	24.35	47.18	21.82	29.01	57.65	6.38	41.81	Maharashtra	Zaid	33.33
mothbeans	19.6	55.33	21.48	26.77	45.79	4.65	43.82	Punjab	Post-Monsoon	269.97
mothbeans	21.31	47.19	15.85	31.33	59.71	3.92	43.86	Punjab	Rabi	151.88
mothbeans	15.63	50.81	18.08	30.34	61.69	4.85	59.92	Uttar Pradesh	Zaid	26.26
mothbeans	22.88	40.86	16.18	33.07	58.35	4.88	53.56	Maharashtra	Rabi	224.9
mothbeans	17.33	41.44	22.35	29.89	45.38	6.22	52.37	West Bengal	Rabi	14.17
mothbeans	21.33	58.09	23.21	25.97	57.22	6.01	41.28	Uttar Pradesh	Kharif	154.17
mothbeans	22.99	44.41	23.04	29.26	61.23	6.45	53.57	Tamil Nadu	Kharif	293.0
mothbeans	20.76	42.75	23.36	32.93	60.28	5.28	46.71	Uttar Pradesh	Zaid	50.96
mothbeans	19.15	53.93	20.53	29.39	63.51	3.62	42.0	Punjab	Post-Monsoon	235.52
mothbeans	15.16	49.74	15.06	26.79	46.78	5.46	57.74	Karnataka	Post-Monsoon	210.78
mothbeans	17.06	52.8	20.23	29.12	63.76	5.33	40.75	West Bengal	Post-Monsoon	187.49
mothbeans	15.88	56.53	18.01	29.19	56.15	4.08	59.73	Uttar Pradesh	Zaid	260.19
mothbeans	24.87	50.15	19.64	31.26	49.16	3.66	42.25	West Bengal	Post-Monsoon	154.28
mothbeans	16.6	58.45	15.54	28.64	49.19	4.25	52.34	Karnataka	Kharif	40.28
mothbeans	15.52	50.75	16.58	25.29	55.3	3.71	44.71	Karnataka	Zaid	131.53
mothbeans	22.47	57.97	17.3	26.1	49.56	4.21	48.25	West Bengal	Post-Monsoon	268.5
mothbeans	15.74	51.7	15.54	29.36	49.32	5.33	43.56	Tamil Nadu	Rabi	142.74
mothbeans	16.94	47.17	17.7	28.36	45.64	5.21	45.61	Uttar Pradesh	Post-Monsoon	142.99
mothbeans	16.71	46.87	23.86	31.04	60.79	5.41	52.23	West Bengal	Rabi	35.08
mothbeans	23.57	49.78	24.96	30.92	61.74	4.34	54.6	Punjab	Rabi	81.87
mothbeans	19.34	44.45	24.27	34.46	63.28	6.19	48.36	Uttar Pradesh	Kharif	297.47
mothbeans	22.33	50.08	19.26	28.94	61.19	5.59	41.96	Karnataka	Rabi	34.1
mothbeans	22.53	53.86	19.07	27.18	52.17	4.22	59.98	Uttar Pradesh	Post-Monsoon	204.02
mothbeans	16.62	49.19	20.7	30.84	64.53	4.89	42.77	Punjab	Post-Monsoon	63.63
mothbeans	23.72	52.54	22.04	25.01	57.55	4.65	53.82	Maharashtra	Kharif	96.01
mothbeans	22.53	53.96	21.13	30.75	49.14	5.55	52.41	Tamil Nadu	Kharif	159.27
mungbean	24.1	62.28	15.52	28.83	86.65	6.24	52.33	Punjab	Kharif	172.62
mungbean	22.74	57.77	18.35	30.4	88.49	6.94	60.05	Punjab	Rabi	228.42
mungbean	22.61	61.41	23.98	30.04	86.23	6.25	52.46	Karnataka	Post-Monsoon	155.42
mungbean	23.3	64.4	20.32	33.25	90.99	6.65	52.36	Punjab	Kharif	64.62
mungbean	23.84	56.75	18.91	26.79	91.58	6.28	48.3	Uttar Pradesh	Rabi	153.94
mungbean	23.75	65.41	21.27	27.93	91.7	6.74	47.64	Tamil Nadu	Post-Monsoon	138.72
mungbean	21.45	60.83	15.63	33.72	84.32	7.15	57.89	Karnataka	Zaid	200.17
mungbean	22.87	64.72	21.66	30.3	87.48	6.66	56.35	Tamil Nadu	Rabi	238.89
mungbean	17.27	62.44	17.88	33.46	83.48	6.48	64.12	Maharashtra	Rabi	216.43
mungbean	17.85	74.46	23.39	31.93	88.66	6.35	49.76	Uttar Pradesh	Zaid	176.61
mungbean	19.41	62.39	17.05	32.07	88.66	7.18	47.96	Karnataka	Rabi	164.76
mungbean	16.21	55.5	24.31	32.69	91.48	7.13	48.12	Punjab	Zaid	197.7
mungbean	17.96	72.92	24.7	32.54	91.94	6.87	60.99	Punjab	Post-Monsoon	108.22
mungbean	16.12	64.58	15.4	31.78	83.17	6.22	57.35	West Bengal	Post-Monsoon	113.64
mungbean	18.26	67.16	16.95	30.26	89.81	6.97	48.91	Uttar Pradesh	Post-Monsoon	206.35
mungbean	24.58	74.52	18.94	29.9	88.03	6.71	46.12	Punjab	Zaid	125.29
mungbean	22.16	63.55	18.86	25.12	85.45	6.51	53.91	Maharashtra	Kharif	72.55
mungbean	23.88	69.83	19.16	29.43	83.64	6.93	62.95	Punjab	Post-Monsoon	50.47
mungbean	20.87	56.72	17.08	29.75	90.68	7.19	46.32	Maharashtra	Post-Monsoon	35.65
mungbean	19.09	73.29	19.15	30.56	89.1	6.96	47.74	West Bengal	Post-Monsoon	93.94
mungbean	19.91	71.46	18.02	30.85	86.94	6.94	49.49	Uttar Pradesh	Rabi	86.18
mungbean	24.56	71.68	19.73	31.54	90.93	6.62	54.84	Punjab	Rabi	18.25
mungbean	22.65	64.86	24.71	30.99	85.62	6.68	53.72	Tamil Nadu	Post-Monsoon	292.54
mungbean	23.18	62.46	22.33	25.18	84.6	6.78	47.92	Karnataka	Rabi	113.64
mungbean	15.53	62.22	21.36	34.55	82.49	6.49	57.78	Uttar Pradesh	Rabi	232.27
mungbean	16.83	56.89	22.53	30.44	90.72	7.03	58.7	Tamil Nadu	Zaid	208.78
mungbean	21.88	56.92	20.8	33.23	82.13	6.72	52.46	Karnataka	Post-Monsoon	108.69
mungbean	24.11	57.05	16.55	27.21	83.88	7.1	57.27	Maharashtra	Kharif	131.03
mungbean	24.16	57.33	16.31	25.17	85.48	6.89	47.78	Karnataka	Zaid	59.94
mungbean	18.05	69.89	16.19	26.29	88.94	6.89	51.15	West Bengal	Rabi	294.52
mungbean	19.25	70.26	16.12	25.19	86.84	6.63	48.93	Uttar Pradesh	Kharif	146.03
mungbean	24.09	55.87	18.02	25.1	82.97	6.32	57.04	Maharashtra	Rabi	63.59
mungbean	18.52	56.82	23.46	34.42	91.49	6.55	48.21	Maharashtra	Rabi	156.42
mungbean	15.68	71.39	22.63	30.29	89.16	7.16	48.44	Maharashtra	Kharif	292.34
mungbean	15.99	59.28	20.04	32.08	85.66	6.79	53.79	Uttar Pradesh	Rabi	252.08
mungbean	24.81	63.48	20.14	29.08	89.61	6.51	54.32	Maharashtra	Rabi	153.79
mungbean	18.61	60.77	22.22	25.82	86.94	6.58	54.14	Punjab	Zaid	209.24
mungbean	23.41	59.52	19.07	34.85	86.28	7.06	62.9	Karnataka	Zaid	62.0
mungbean	24.99	64.83	16.05	29.38	88.59	6.29	47.87	Karnataka	Kharif	225.02
mungbean	23.92	58.37	18.64	26.99	84.0	7.04	53.09	West Bengal	Post-Monsoon	220.31
mungbean	17.79	69.27	20.82	27.73	89.89	6.84	53.0	Karnataka	Post-Monsoon	296.38
mungbean	20.11	57.95	19.55	26.22	86.89	6.43	63.85	Uttar Pradesh	Kharif	223.96
mungbean	23.3	64.96	15.27	26.79	88.05	6.53	51.06	Maharashtra	Kharif	230.45
mungbean	21.61	65.4	19.92	29.66	84.94	6.7	55.1	Maharashtra	Zaid	244.75
mungbean	20.41	55.35	22.64	34.91	90.8	6.32	54.0	Karnataka	Post-Monsoon	143.3
mungbean	15.33	66.13	23.6	28.03	89.06	6.69	47.69	Punjab	Post-Monsoon	151.36
mungbean	16.09	68.5	21.6	31.85	87.72	6.68	62.09	Maharashtra	Kharif	123.5
mungbean	19.95	74.42	21.17	28.53	91.78	6.52	45.56	Uttar Pradesh	Rabi	252.71
mungbean	18.49	69.84	15.27	33.91	85.41	6.3	51.9	Tamil Nadu	Post-Monsoon	111.87
mungbean	21.61	59.95	21.48	30.93	91.1	6.27	51.1	Tamil Nadu	Rabi	15.72
mungbean	18.26	64.22	23.63	30.68	91.01	6.47	58.92	Maharashtra	Kharif	295.87
mungbean	18.78	62.81	20.73	33.08	83.0	6.88	51.72	Maharashtra	Zaid	58.32
mungbean	18.0	74.39	17.02	31.35	91.74	6.28	62.01	West Bengal	Zaid	86.89
mungbean	17.97	66.47	23.05	31.25	91.58	6.92	56.56	Maharashtra	Zaid	89.28
mungbean	20.66	65.62	19.27	28.47	82.77	7.02	55.09	Tamil Nadu	Post-Monsoon	202.4
mungbean	18.13	63.29	17.51	30.15	88.72	6.75	62.62	Punjab	Rabi	177.28
mungbean	17.13	74.24	22.42	29.67	91.37	6.73	57.29	Karnataka	Kharif	161.46
mungbean	18.64	57.95	16.5	31.85	85.0	6.64	51.37	Uttar Pradesh	Rabi	255.33
mungbean	17.67	60.74	16.61	31.87	84.36	6.44	48.0	Uttar Pradesh	Rabi	241.14
mungbean	18.11	64.71	24.91	29.22	91.06	6.4	50.45	Uttar Pradesh	Zaid	239.0
mungbean	17.78	66.01	21.44	25.42	89.22	6.98	46.11	Uttar Pradesh	Zaid	184.46
mungbean	23.67	73.01	19.07	28.63	88.57	6.29	63.86	Punjab	Rabi	78.45
mungbean	20.71	65.0	16.21	31.64	87.8	6.98	55.51	Karnataka	Kharif	79.04
mungbean	16.22	71.13	18.29	30.84	85.9	6.95	49.72	Karnataka	Rabi	51.84
mungbean	16.75	74.4	19.39	27.54	87.89	6.69	52.49	Uttar Pradesh	Zaid	168.27
mungbean	19.75	59.93	17.78	32.84	83.45	6.68	52.35	Tamil Nadu	Kharif	197.17
mungbean	24.05	55.7	22.39	32.99	82.55	7.12	58.43	Tamil Nadu	Post-Monsoon	99.69
mungbean	24.58	62.26	23.12	26.22	90.67	7.06	52.77	Karnataka	Zaid	97.26
mungbean	24.36	70.13	17.97	33.59	83.6	6.64	51.34	Punjab	Post-Monsoon	238.9
mungbean	17.74	56.6	22.79	29.92	89.37	7.13	51.65	Karnataka	Kharif	249.08
mungbean	21.98	65.13	18.52	31.02	90.13	6.94	54.07	Uttar Pradesh	Kharif	196.0
mungbean	16.84	63.87	21.41	25.03	84.0	6.51	56.52	Uttar Pradesh	Rabi	82.39
mungbean	22.14	70.35	21.49	26.3	87.94	6.61	63.79	Karnataka	Post-Monsoon	263.32
mungbean	16.34	58.47	20.93	28.28	84.82	6.28	52.35	Karnataka	Post-Monsoon	283.98
mungbean	23.84	59.49	24.48	34.23	88.47	6.83	63.14	Karnataka	Rabi	85.92
mungbean	23.52	56.0	21.18	31.0	83.49	7.16	48.4	Maharashtra	Kharif	14.09
mungbean	20.26	70.47	24.28	33.27	86.94	6.42	49.06	Tamil Nadu	Zaid	226.47
mungbean	18.82	63.63	17.07	27.16	90.24	6.93	48.79	West Bengal	Post-Monsoon	239.81
mungbean	15.29	74.52	17.35	29.51	84.48	6.78	57.94	Uttar Pradesh	Kharif	145.98
mungbean	23.71	74.49	18.98	27.12	85.83	6.62	56.94	Uttar Pradesh	Kharif	171.53
mungbean	15.52	73.62	19.71	28.54	88.06	6.87	61.04	Punjab	Kharif	11.55
mungbean	20.05	62.62	24.78	31.71	83.32	7.09	45.82	West Bengal	Zaid	59.26
mungbean	19.93	61.78	19.68	25.9	89.1	6.63	50.21	Tamil Nadu	Kharif	293.77
mungbean	19.99	74.47	17.81	28.61	86.3	7.1	50.26	Tamil Nadu	Zaid	136.37
mungbean	16.65	69.74	19.91	34.5	87.56	7.12	57.73	Karnataka	Kharif	64.79
mungbean	15.55	58.66	19.7	26.64	86.67	6.32	62.9	Karnataka	Kharif	138.04
mungbean	24.89	66.22	19.58	26.12	89.2	6.35	51.99	West Bengal	Zaid	62.39
mungbean	16.68	65.17	17.73	33.91	87.86	6.78	64.43	Maharashtra	Rabi	130.76
mungbean	15.77	70.37	21.77	33.87	82.26	6.88	58.61	Karnataka	Zaid	181.2
mungbean	24.51	71.74	16.54	25.81	90.31	6.86	54.08	Tamil Nadu	Kharif	105.53
mungbean	15.44	67.45	19.53	34.47	92.0	7.11	60.94	West Bengal	Rabi	260.35
mungbean	23.02	60.66	22.98	32.44	87.47	6.8	46.85	Tamil Nadu	Rabi	79.62
mungbean	22.71	62.98	15.21	27.08	85.89	6.6	57.94	Punjab	Rabi	44.97
mungbean	19.91	63.65	23.06	28.1	88.85	6.33	58.31	Tamil Nadu	Rabi	151.99
mungbean	23.85	64.53	20.63	29.23	89.56	7.01	57.28	Karnataka	Post-Monsoon	36.95
mungbean	20.13	74.47	21.76	31.48	89.14	7.13	55.55	Punjab	Kharif	94.3
mungbean	19.37	73.14	19.78	26.49	83.28	7.1	61.83	Maharashtra	Post-Monsoon	95.69
mungbean	15.48	56.53	15.45	26.08	86.25	6.29	58.22	Maharashtra	Zaid	113.08
mungbean	20.86	70.37	15.16	32.41	86.63	6.99	61.86	Uttar Pradesh	Kharif	130.71
mungbean	22.04	61.28	22.24	32.57	86.5	7.01	51.83	West Bengal	Rabi	63.68
blackgram	42.47	67.08	33.72	26.06	67.34	6.01	66.17	West Bengal	Post-Monsoon	143.45
blackgram	39.05	68.15	32.44	32.26	65.03	7.22	71.17	Punjab	Post-Monsoon	243.35
blackgram	35.88	57.7	26.91	33.16	68.96	6.28	65.27	Karnataka	Rabi	198.42
blackgram	39.36	67.52	32.9	26.91	65.01	6.7	69.74	Uttar Pradesh	Kharif	58.17
blackgram	36.52	69.05	34.64	29.71	70.6	6.88	67.01	Maharashtra	Post-Monsoon	24.77
blackgram	35.08	67.61	32.13	34.79	70.49	7.11	70.96	Maharashtra	Zaid	20.73
blackgram	39.0	65.27	32.25	34.35	71.05	7.3	67.32	Uttar Pradesh	Kharif	132.38
blackgram	38.16	56.27	33.93	29.17	66.73	6.74	74.39	Tamil Nadu	Post-Monsoon	212.28
blackgram	35.21	60.76	26.92	28.44	64.32	6.33	74.09	Tamil Nadu	Post-Monsoon	48.04
blackgram	37.93	69.23	34.6	33.33	68.73	7.1	72.96	West Bengal	Rabi	91.91
blackgram	42.49	68.34	26.29	26.99	68.06	6.15	69.16	Karnataka	Zaid	78.07
blackgram	40.57	74.99	28.59	27.61	68.77	6.26	73.59	Maharashtra	Kharif	243.98
blackgram	38.38	57.28	27.27	30.62	66.86	7.49	72.85	Uttar Pradesh	Zaid	269.93
blackgram	43.53	72.47	31.04	26.04	62.5	7.42	72.99	Uttar Pradesh	Kharif	236.68
blackgram	41.1	72.17	26.02	30.62	67.07	6.25	66.18	West Bengal	Zaid	55.54
blackgram	37.92	63.83	30.06	32.33	62.99	6.97	68.35	West Bengal	Kharif	256.09
blackgram	39.39	63.31	32.69	27.45	70.09	6.51	70.05	Uttar Pradesh	Zaid	118.01
blackgram	42.55	62.21	31.65	26.52	69.54	6.63	67.28	Karnataka	Post-Monsoon	276.23
blackgram	43.98	74.04	30.16	31.82	71.44	6.66	72.7	Punjab	Kharif	34.59
blackgram	38.15	74.64	26.64	25.61	69.59	6.99	71.41	Maharashtra	Kharif	293.54
blackgram	44.8	70.98	33.76	34.73	66.19	7.33	72.01	Tamil Nadu	Zaid	273.68
blackgram	35.08	60.6	30.28	34.2	69.0	6.67	67.05	Maharashtra	Post-Monsoon	212.27
blackgram	43.88	70.63	29.05	26.97	65.02	6.06	68.34	Punjab	Rabi	160.94
blackgram	40.41	59.27	30.12	28.12	65.41	6.95	65.23	Maharashtra	Zaid	79.99
blackgram	42.74	69.53	34.87	26.1	62.6	6.56	71.27	Tamil Nadu	Kharif	23.84
blackgram	41.51	57.49	27.98	32.37	66.53	7.47	73.05	Maharashtra	Rabi	111.6
blackgram	37.85	70.7	32.15	31.72	69.14	6.78	67.48	Tamil Nadu	Rabi	248.62
blackgram	38.61	56.96	32.12	33.28	62.82	6.09	73.89	Karnataka	Rabi	139.39
blackgram	38.69	65.53	30.88	30.19	65.95	6.4	69.99	Karnataka	Post-Monsoon	209.82
blackgram	44.48	69.63	29.17	26.63	67.06	6.73	69.58	Punjab	Kharif	211.4
blackgram	39.55	55.65	26.57	30.59	71.22	6.18	73.52	Uttar Pradesh	Kharif	117.18
blackgram	37.9	65.46	26.18	28.05	65.74	6.44	65.28	West Bengal	Rabi	237.3
blackgram	39.22	73.74	28.05	27.83	63.83	7.11	65.02	Maharashtra	Zaid	29.59
blackgram	35.45	64.62	28.1	29.52	65.38	6.57	73.34	Maharashtra	Rabi	230.97
blackgram	40.05	64.22	29.5	29.49	70.66	6.49	73.0	Punjab	Post-Monsoon	122.3
blackgram	44.0	61.78	25.46	31.7	66.43	6.42	65.89	West Bengal	Kharif	175.88
blackgram	42.96	69.15	30.61	26.24	67.59	6.29	71.19	Maharashtra	Kharif	287.61
blackgram	40.22	70.01	30.03	25.19	68.58	6.8	74.62	Tamil Nadu	Rabi	81.13
blackgram	42.06	72.75	29.44	33.07	68.07	6.6	65.45	Uttar Pradesh	Zaid	136.74
blackgram	39.15	72.19	28.17	27.57	63.15	6.15	66.68	West Bengal	Rabi	84.11
blackgram	35.9	61.14	29.07	26.69	68.14	6.49	65.27	Uttar Pradesh	Zaid	123.08
blackgram	38.2	63.26	28.24	28.76	70.28	6.18	67.03	Maharashtra	Rabi	152.96
blackgram	42.52	62.7	26.15	25.61	66.65	6.61	69.84	Karnataka	Rabi	274.98
blackgram	35.19	66.08	30.86	26.02	69.63	6.98	66.26	Maharashtra	Post-Monsoon	139.33
blackgram	43.46	65.01	32.83	26.42	67.4	6.25	67.45	Karnataka	Post-Monsoon	22.12
blackgram	43.13	74.22	31.21	31.53	63.67	6.09	74.22	Tamil Nadu	Zaid	253.45
blackgram	38.8	62.03	31.32	30.85	67.1	6.07	72.39	Maharashtra	Kharif	97.19
blackgram	38.95	57.46	26.4	30.56	64.79	6.65	71.1	Tamil Nadu	Zaid	194.2
blackgram	44.8	69.16	27.73	31.62	65.22	6.32	74.59	Tamil Nadu	Kharif	275.07
blackgram	36.34	73.45	31.09	25.04	62.1	6.26	70.56	Punjab	Post-Monsoon	231.11
blackgram	40.38	70.75	31.49	25.78	62.31	7.25	71.72	Punjab	Kharif	112.37
blackgram	43.13	71.55	28.58	26.77	69.68	7.05	65.08	Karnataka	Zaid	281.51
blackgram	39.45	59.43	25.2	27.81	71.21	6.54	65.9	Maharashtra	Zaid	244.44
blackgram	37.21	74.6	34.67	25.37	66.93	7.06	71.06	Uttar Pradesh	Rabi	295.44
blackgram	41.38	57.22	27.77	30.0	63.7	6.29	72.39	Punjab	Rabi	28.95
blackgram	36.28	56.3	27.6	30.7	64.28	6.78	72.82	West Bengal	Kharif	297.67
blackgram	41.93	65.66	27.53	30.6	66.54	7.41	71.41	Punjab	Kharif	257.62
blackgram	38.23	71.89	29.07	26.22	67.18	6.74	70.17	Uttar Pradesh	Rabi	23.62
blackgram	44.18	65.65	28.16	28.92	65.35	7.32	73.08	Punjab	Rabi	293.65
blackgram	39.24	56.49	27.5	26.64	65.11	6.94	65.97	Karnataka	Post-Monsoon	244.34
blackgram	40.93	67.53	28.34	27.5	63.08	6.36	68.41	Uttar Pradesh	Zaid	160.71
blackgram	37.37	56.46	31.0	29.39	62.96	6.67	66.25	Uttar Pradesh	Kharif	119.44
blackgram	43.9	68.87	32.83	25.62	70.02	6.08	71.11	Karnataka	Kharif	39.53
blackgram	35.56	56.04	33.5	29.02	68.17	6.62	73.65	Punjab	Kharif	141.49
blackgram	39.64	63.56	31.2	26.01	68.51	7.01	65.26	Maharashtra	Zaid	180.47
blackgram	36.08	55.25	32.13	30.93	70.41	7.36	66.26	Maharashtra	Zaid	113.06
blackgram	39.81	67.42	26.86	26.38	62.44	6.19	70.85	Maharashtra	Zaid	100.24
blackgram	43.85	70.51	26.47	28.09	65.43	6.55	65.08	Maharashtra	Rabi	26.62
blackgram	40.07	71.7	33.59	29.22	63.95	6.3	74.09	Uttar Pradesh	Zaid	64.91
blackgram	39.76	68.84	29.67	31.92	70.52	6.85	68.36	Tamil Nadu	Post-Monsoon	105.3
blackgram	36.05	72.52	34.11	29.96	71.2	6.96	71.93	Karnataka	Rabi	79.32
blackgram	42.35	74.05	28.32	32.4	64.05	6.28	74.9	Tamil Nadu	Kharif	31.38
blackgram	35.3	57.3	27.91	26.94	67.86	7.15	65.44	Uttar Pradesh	Rabi	67.37
blackgram	36.74	72.71	32.19	28.4	67.55	6.27	65.21	Tamil Nadu	Kharif	16.09
blackgram	41.77	62.58	32.87	26.11	71.36	6.46	67.4	Tamil Nadu	Rabi	282.94
blackgram	44.77	74.95	33.82	33.78	62.65	6.22	74.24	West Bengal	Rabi	164.44
blackgram	41.94	61.36	29.3	31.36	71.21	7.14	70.87	Maharashtra	Zaid	238.98
blackgram	38.28	56.07	32.96	33.73	70.52	7.45	73.86	West Bengal	Kharif	237.55
blackgram	42.91	67.3	26.67	28.88	70.82	7.13	68.74	Maharashtra	Post-Monsoon	61.91
blackgram	42.12	65.51	29.83	34.56	66.74	6.87	71.38	Maharashtra	Kharif	70.09
blackgram	43.95	64.04	27.34	27.19	66.25	6.57	66.57	Tamil Nadu	Zaid	169.66
blackgram	36.34	56.68	29.45	28.52	67.84	6.7	71.21	Karnataka	Post-Monsoon	145.59
blackgram	39.09	71.09	28.17	28.82	63.8	6.35	71.45	Tamil Nadu	Kharif	95.41
blackgram	40.02	65.93	25.78	27.76	64.28	6.18	68.6	Maharashtra	Rabi	106.79
blackgram	41.75	60.0	32.45	32.68	70.45	6.29	71.04	West Bengal	Zaid	12.47
blackgram	37.99	71.45	32.83	29.04	66.06	6.87	71.55	Karnataka	Rabi	260.99
blackgram	37.28	69.47	27.1	27.34	67.87	6.83	69.69	Karnataka	Zaid	239.66
blackgram	38.13	58.76	32.7	31.98	64.1	6.67	70.58	Tamil Nadu	Rabi	177.48
blackgram	36.28	73.87	25.1	33.1	70.34	6.51	69.19	Punjab	Post-Monsoon	231.22
blackgram	41.91	60.99	30.87	30.68	62.32	6.21	74.77	Tamil Nadu	Post-Monsoon	294.25
blackgram	37.04	62.81	30.34	26.88	63.09	6.85	69.52	Tamil Nadu	Kharif	59.71
blackgram	41.75	58.55	33.26	31.03	62.27	6.3	74.11	Karnataka	Zaid	69.71
blackgram	37.91	65.49	29.55	28.69	62.11	6.49	74.1	Karnataka	Rabi	296.98
blackgram	36.29	63.37	32.43	28.89	71.04	6.31	73.7	Tamil Nadu	Post-Monsoon	247.19
blackgram	41.65	58.18	30.75	28.1	64.03	7.08	69.59	West Bengal	Kharif	297.41
blackgram	39.46	71.49	31.05	27.47	65.29	6.85	69.91	Karnataka	Kharif	223.81
blackgram	37.88	72.62	29.56	32.0	69.12	6.45	71.13	West Bengal	Post-Monsoon	82.25
blackgram	44.0	69.66	29.58	34.11	63.83	6.85	68.94	Uttar Pradesh	Rabi	266.81
blackgram	36.58	72.65	30.38	31.67	62.67	7.09	74.02	Karnataka	Post-Monsoon	297.79
blackgram	40.53	74.91	25.77	26.05	69.67	6.49	69.51	Tamil Nadu	Rabi	156.76
lentil	19.62	56.46	21.94	22.5	65.81	7.12	43.56	Karnataka	Kharif	13.11
lentil	16.15	73.34	18.27	22.49	66.85	6.1	40.48	West Bengal	Post-Monsoon	50.67
lentil	23.2	71.83	16.71	15.18	63.01	6.44	40.35	Karnataka	Rabi	32.5
lentil	22.64	68.55	16.53	18.58	64.17	6.05	41.75	West Bengal	Post-Monsoon	212.06
lentil	23.37	71.23	21.41	22.16	70.97	6.59	38.08	Uttar Pradesh	Kharif	24.11
lentil	18.77	59.03	17.5	24.09	64.0	6.02	35.28	Uttar Pradesh	Zaid	247.95
lentil	21.8	56.26	24.59	15.97	70.35	7.0	42.24	Uttar Pradesh	Post-Monsoon	158.63
lentil	23.16	61.45	21.27	21.25	71.34	6.59	39.28	West Bengal	Rabi	40.71
lentil	18.23	55.3	21.54	15.12	64.13	6.33	41.58	Tamil Nadu	Zaid	22.74
lentil	23.85	63.22	22.68	20.0	71.9	7.07	42.91	Maharashtra	Rabi	83.06
lentil	15.95	61.49	21.31	18.89	71.25	7.16	36.33	West Bengal	Zaid	293.63
lentil	21.66	56.35	15.18	24.12	66.49	6.77	42.42	Maharashtra	Kharif	77.46
lentil	21.16	72.94	18.09	22.38	69.57	6.93	35.6	Tamil Nadu	Post-Monsoon	96.02
lentil	16.52	59.09	15.38	24.23	67.98	7.42	42.39	Tamil Nadu	Rabi	90.66
lentil	21.44	70.21	20.21	24.78	68.48	6.43	35.24	Punjab	Zaid	109.39
lentil	17.06	56.08	24.18	24.88	70.01	7.04	37.22	Karnataka	Zaid	63.23
lentil	21.3	56.29	19.92	24.54	62.52	7.49	44.38	West Bengal	Kharif	60.37
lentil	20.49	70.9	17.04	20.07	66.26	6.7	36.64	West Bengal	Rabi	132.96
lentil	21.06	61.06	20.76	24.68	64.01	7.29	39.81	Tamil Nadu	Post-Monsoon	119.54
lentil	19.71	63.45	21.09	19.33	63.56	7.43	39.82	Karnataka	Post-Monsoon	257.67
lentil	22.59	73.43	20.95	16.53	69.27	6.39	39.64	Karnataka	Zaid	118.79
lentil	21.06	56.44	16.37	19.69	63.55	6.28	35.13	Maharashtra	Zaid	152.52
lentil	24.26	73.81	24.7	18.73	66.9	6.96	40.88	Karnataka	Kharif	297.82
lentil	16.24	73.64	16.62	22.63	71.57	7.16	42.52	Tamil Nadu	Post-Monsoon	194.14
lentil	18.68	56.15	18.85	19.24	64.47	6.72	44.21	Tamil Nadu	Kharif	212.27
lentil	21.45	60.23	19.55	21.81	64.54	6.9	44.52	West Bengal	Kharif	43.85
lentil	15.92	69.23	18.84	22.06	71.74	6.12	44.1	Karnataka	Rabi	250.63
lentil	17.53	61.04	24.68	21.58	65.83	6.46	39.12	Punjab	Kharif	41.69
lentil	20.73	70.95	23.14	17.69	64.1	7.12	41.99	Uttar Pradesh	Rabi	246.75
lentil	15.02	56.4	21.96	20.25	68.55	7.1	36.71	Tamil Nadu	Rabi	214.17
lentil	16.98	58.64	24.48	19.51	70.14	6.28	35.59	West Bengal	Rabi	85.21
lentil	24.02	63.18	21.27	21.24	70.68	6.25	37.93	Karnataka	Kharif	90.26
